,id,avatar_prompt_id,identifier,response_text,response_score,response_feedback,comment,id,turk_response_text,prompt_type,assignment,identifier,comment,response_round_score
775,18,18,6c,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",3.67,More of a mutual solution rather than offering something first.,,79,"Oh, is this about the plane being delayed? We have enough supplies to compensate so we are able to complete this mission as a team until it arrives. I am sure we will be able to make this work.",rewrite,36AHBNMV1RC0M91PTAFSJ5IWPG8DYRc,6c,,5
1356,34,34,10d,Can I talk with you in private once questions are over?,5.0,Good job! this answer both demonstrates respect for the team leader's image in front of his subordinates and accomplishes your intent of discussing the plan.,,998,May we step to the side after the meeting to discuss further?,rewrite,3NQL1CS15R8MGQ1BKVFMPRO3PNBYVAd,10d,,5
513,13,13,5a,"I'd really prefer just to wait until the brief, if that is ok.",1.0,It is very direct and centered on the speaker's discomfort with sharing information rather than make up a reason or simply share. Depending on the tone could display distrust.,,757,I feel like it would be best to wait until after brief.,rewrite,3VELCLL3GKJ0UN4I8R39TIA7U8V1F8a,5a,,1
284,8,8,3b,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",4.67,This answer does a good job of providing a reasonable excuse without revealing any internal information.,,1442,I assure you he takes this matter seriously but another mission was more time sensitive.,rewrite,3C2NJ6JBKAHJ70ZVPJM066TLO5KN27b,3b,,5
1003,23,23,7d,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",3.0,The anger is expressive but accurate for the situation since an emotional response is appropriate,,1474,"I don’t understand why you won’t help.  We have the supplies, you have the men.  We need your men.",rewrite,30BUDKLTXDV7CR55E3LFEQ2OUN9E59d,7d,,3
344,9,9,3c,He is busy today,3.0,"This answer is palatable because it offers an excuse for your senior officer's absence, but also offensive because it implies that your superior officer's time is more important than a Chinese officer of the same rank.",,1422,He is working at another location and can't be reached.,rewrite,3TR2532VIPUB6BRBXN6B3CTGVQ9J68c,3c,,3
259,7,7,3a,I’d rather not say.,1.0,This anser is the worst because it is unnecessarily ambiguous. It only serves to increase suspicion between U.S. and Chinese.,,1411,i apologize but i am not at liberty to say.,rewrite,3MRNMEIQW56GMAUQAVQ2PXG0G28LDDa,3a,,1
1468,38,38,12b,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,4.67,Good job expressing thanks for meeting with him. Phrasing your issues with the plans as questions will also reaffirm his status as the leader of his team and prompt him to be more gracious in discussing the plans.,,566,Thank you for being available. I wanted to touch base about the two aid stations you are requesting. Can you tell me why?,rewrite,3BV8HQ2ZZW105IO73HTYADQX53GA6Kb,12b,,5
718,17,17,6b,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",2.0,Worst option since the tone is quite casual and seems to be flippant of the Chinese Officers situation.,,182,I wanted to clue you in on what we were doing so we can collaborate better for this mission since I learned the plane was delayed.,rewrite,3QXNC7EIPIVRMOSN9MZH5H5MMIL90Cb,6b,,1
689,16,16,6a,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",3.33,Addresses their problem but does not offer solutions. Focuses on your problem due to their shortcomings.,,69,I just received word that you had a significant flight delay that will impact Chinese soldiers on the ground. I hope everything is okay. Can I ask you a few questions about the mission?,rewrite,31UV0MXWNQCJSW7RAMB6Z50GMGK5IDa,6a,,3
1560,41,41,13b,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,2.67,"By asking for the team leader's reasoning instead of calling him out, you create a nonthreatening basis for discussion and also offer a valid point of your own.",,1200,Please explain how your way is beneficial.  I believe splitting up supplies will make it so difficult to ensure each person has what they need at a single station.,rewrite,3X65QVEQI0N6HIOCAZVR5RYIV1WCL2b,13b,,3
1511,39,39,12c,"Hello, sir. Have you eaten yet?",1.0,"Asking if someone has eaten yet is an extremely common and polite way to initiate a Chinese conversation. However, since you have already been together in the recent past, this step is not efficient and unnecessary.",,609,"Hi, sir. Did you eat yet today?",rewrite,3SB5N7Y3O3461YFVNS5RXYR9QVG0GUc,12c,,1
720,17,17,6b,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",2.0,Worst option since the tone is quite casual and seems to be flippant of the Chinese Officers situation.,,226,I wanted to discuss the plan of action ,rewrite,3XIQGXAUMC8V5VA5X1Q40Z1R1ZP7X0b,6b,,1
879,20,20,7a,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",2.0,Very blunt and straightforward. Does not allow for any cultural competency to exist.,,1555,"Would it be possible for us to use some of your men?  We are good on supplies, but short on manpower.",rewrite,3B2X28YI3WF5OSTZ9VTU5OA3NL2B6Ha,7a,,1
1563,41,41,13b,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,2.67,"By asking for the team leader's reasoning instead of calling him out, you create a nonthreatening basis for discussion and also offer a valid point of your own.",,1198,Splitting supplies takes away the ability to provide for every person at once location.  In what ways is your plan beneficial?,rewrite,3Z7ISHFUH0VOA4F38O6VBKDXKJF8Z7b,13b,,3
1612,43,43,14b,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,1.67,"This might be true, but mentioning this to the team leader will make him feel offended and angry.",,1319,"I do not mean to offend, but our medics have more experience in these situations and can easily handle the amount of patients.",rewrite,3ZDAD0O1T1DI3T7CA4T55VT9QW2XTOb,14b,,1
1094,25,25,8b,"I understand you have your orders, but I also have mine--to get these supplies to the refugees. I don't mean to work around you, but I am going to have to find men to accomplish mission, even if it means talking to our chain of command.",4.0,Appeals to the mission to help refugees while simultaneously in a matter of fact way explains what the speaker needs to do to proceed.,,1096,"We both have our orders, mine is to get the supplies to the refugees. Im not looking to go around you, but I have to find the personnel to finish the mission, even if I have to speak to someone higher up.",rewrite,3HL8HNGX451IJS7DC4I28OSQSK99FFb,8b,,5
1279,31,31,10a,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",3.0,"Although asking to talk in private is the appropriate response, you addressed your interests in a tactful and respectful manner, and the team leader will most likely not find fault with your wording. He will, however, be flustered that you addressed a potential flaw in front of his subordinates.",,939,why are we setting up two aid stations? i do not see the relevance.,rewrite,34YB12FSQYO34CM2CXSPVVYMTYAGMEa,10a,,3
1359,34,34,10d,Can I talk with you in private once questions are over?,5.0,Good job! this answer both demonstrates respect for the team leader's image in front of his subordinates and accomplishes your intent of discussing the plan.,,1018,"Once questions are over, can I talk with you in private?",rewrite,3RANCT1ZVFHQQ3J05DRXLUOJQ7LBUKd,10d,,5
867,20,20,7a,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",2.0,Very blunt and straightforward. Does not allow for any cultural competency to exist.,,1543,We have all the supplies necessary but we just need a few of your men for some extra manpower.,rewrite,39U1BHVTDLR6NV0YQFMHYF45J1CT3Va,7a,,1
87,5,5,2b,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",3.0,This is an acceptable answer because it clearly expresses that your have taken charge of the U.S. element.,,20,"He is not available today, but I am the officer in charge of the U.S. component of the coalition.",rewrite,3P59JYT76LKH2D4FMF8CF5ZDBP62TPb,2b,,3
761,18,18,6c,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",3.67,More of a mutual solution rather than offering something first.,,75,If it is about the plane being delayed I'm sure we can figure something out. We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives.,rewrite,32KTQ2V7RDFOP2ZUYRMF3ECZPLE9MFc,6c,,5
882,20,20,7a,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",2.0,Very blunt and straightforward. Does not allow for any cultural competency to exist.,,1651,"Would you be willing to spare a few of your men to help us? We have all the supplies for the near term, we just need a few more hands.",rewrite,3X87C8JFV6BXFWTLZQTN1I1URAZSQVa,7a,,1
